0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12.0,12.0,12.0,12.0,17.034166666666668,13.339097222222222,15.271041666666667,12.780416666666667,62.852916666666665,36.54152777777778,12.512222222222222,12.958819444444444,187.390625,98.20361111111112,14.608819444444444,13.122847222222223
4.0,4.0,4.0,4.0,9.178055555555556,5.397916666666666,7.332361111111111,4.809027777777778,60.22201388888889,33.56902777777778,4.5881944444444445,5.086597222222222,192.65618055555555,101.15270833333334,6.558888888888889,5.149375
60.0,60.0,60.0,60.0,63.23104166666667,60.85263888888889,61.492847222222224,60.20055555555555,98.2875,79.98034722222222,59.61527777777778,60.040416666666665,184.32097222222222,123.38166666666666,56.33840277777778,59.41576388888889
51.0,51.0,51.0,51.0,54.407222222222224,51.91090277777778,52.83618055555556,51.50069444444444,92.31243055555555,73.44083333333333,51.34048611111111,51.434305555555554,184.90847222222223,119.31194444444445,51.38194444444444,51.42194444444444
43.0,43.0,43.0,43.0,47.267430555555556,44.04986111111111,45.07798611111111,43.51972222222222,86.4954861111111,67.774375,43.34597222222222,43.46618055555555,185.42458333333335,116.17409722222222,43.354375,43.41416666666667
34.0,34.0,34.0,34.0,38.29951388888889,35.09041666666667,36.113055555555555,34.543125,80.84006944444444,61.301875,34.368402777777774,34.56840277777778,184.88916666666665,112.87590277777778,35.44520833333333,34.61083333333333
25.0,25.0,25.0,25.0,29.455833333333334,26.130694444444444,27.770347222222224,25.57229166666667,75.45076388888889,55.02076388888889,25.402916666666666,25.590902777777778,182.74548611111112,109.64125,27.926944444444445,25.665902777777777
17.0,17.0,17.0,17.0,21.46236111111111,18.161666666666665,19.805694444444445,17.565347222222222,71.97854166666667,49.670069444444444,17.389375,17.58875,180.76409722222223,106.84201388888889,20.485972222222223,17.64527777777778
8.0,8.0,8.0,8.0,12.535625,9.21861111111111,10.953055555555556,8.569444444444445,66.958125,43.535625,8.389791666666667,8.62875,178.50541666666666,103.26847222222223,13.277222222222223,8.649305555555555
0.0,0.0,0.0,0.0,4.715763888888889,1.254375,3.005,0.5654166666666667,62.76680555555556,38.28486111111111,0.3877083333333333,0.6535416666666667,175.811875,99.83770833333334,6.368611111111111,0.6779166666666666
25.0,25.0,25.0,25.0,29.177847222222223,26.097430555555555,27.36861111111111,25.411041666666666,81.81027777777778,58.952708333333334,25.205416666666668,25.28527777777778,173.11868055555556,108.87458333333333,30.21548611111111,25.257361111111113
17.0,17.0,17.0,17.0,21.213472222222222,18.13625,19.380069444444445,17.43145833333333,77.41458333333334,53.401666666666664,17.21736111111111,17.349305555555556,169.85333333333332,105.07909722222222,23.130694444444444,17.405833333333334
8.0,8.0,8.0,8.0,12.683402777777777,9.603333333333333,10.552013888888888,8.436458333333333,72.12354166666667,47.285069444444446,8.40076388888889,8.398333333333333,166.61756944444446,101.53395833333333,15.599791666666667,8.57986111111111
0.0,0.0,0.0,0.0,5.211666666666667,1.6401388888888888,2.669027777777778,0.55625,67.02402777777777,41.985625,0.40125,0.6377777777777778,163.4584027777778,97.33270833333333,8.7675,0.6820833333333334
8.0,8.0,8.0,8.0,12.91611111111111,9.499444444444444,10.284791666666667,8.46263888888889,73.23041666666667,49.234375,8.369166666666667,8.476041666666667,159.8251388888889,99.06159722222222,17.678541666666668,8.52548611111111
0.0,0.0,0.0,0.0,5.012847222222222,1.5334722222222221,2.3881944444444443,0.46166666666666667,68.751875,44.082430555555554,0.3918055555555556,0.5068055555555555,156.67125,94.47055555555555,11.272152777777778,0.6254166666666666
0.0,0.0,0.0,0.0,5.479236111111111,1.5398611111111111,2.31,0.4178472222222222,68.63458333333334,45.272847222222225,0.44958333333333333,0.5338194444444444,152.48909722222223,98.18451388888889,13.212430555555555,0.5757638888888889
0.0,0.0,0.0,0.0,5.185138888888889,1.4508333333333334,2.1841666666666666,0.37722222222222224,68.86618055555556,46.20597222222222,0.4203472222222222,0.49027777777777776,149.1626388888889,95.93013888888889,14.618472222222222,0.5232638888888889
0.0,0.0,0.0,0.0,5.681319444444444,1.3630555555555555,2.054236111111111,0.3392361111111111,68.91638888888889,47.13201388888889,0.39534722222222224,0.4967361111111111,145.50590277777778,93.93354166666667,15.958402777777778,0.4764583333333333
0.0,0.0,0.0,0.0,5.550625,1.378611111111111,2.086875,0.3047222222222222,69.02006944444445,48.424236111111114,0.38645833333333335,0.46784722222222225,142.39097222222222,92.52625,17.483333333333334,0.8973611111111112
0.0,0.0,0.0,0.0,7.330416666666666,1.2997222222222222,1.9650694444444445,0.2747222222222222,69.93930555555555,50.244375,0.431875,0.46111111111111114,138.98097222222222,90.12076388888889,19.825,0.838125
0.0,0.0,0.0,0.0,7.014722222222222,1.2224305555555555,1.879375,0.30777777777777776,69.55229166666666,50.78625,0.40520833333333334,0.4701388888888889,135.28222222222223,87.6061111111111,21.174444444444443,0.7965277777777777
0.0,0.0,0.0,0.0,6.684722222222222,1.15125,1.8079166666666666,0.284375,68.80159722222223,51.27215277777778,0.3784722222222222,0.44354166666666667,132.02729166666666,84.98020833333334,22.380277777777778,0.9009027777777778
0.0,0.0,0.0,0.0,6.416736111111111,1.0791666666666666,1.738888888888889,0.32104166666666667,68.09458333333333,51.842083333333335,0.49694444444444447,0.8134722222222223,130.72368055555555,83.60715277777778,23.907222222222224,2.167708333333333
0.0,0.0,0.0,0.0,6.092013888888889,1.0125694444444444,1.67625,0.2982638888888889,67.57416666666667,52.50388888888889,0.49125,0.798125,130.3792361111111,81.18798611111112,25.513125,2.0810416666666667
0.0,0.0,0.0,0.0,5.934027777777778,0.9501388888888889,1.7446527777777778,0.33902777777777776,67.37402777777778,53.34048611111111,0.5355555555555556,0.8297916666666667,130.9892361111111,78.48708333333333,26.742083333333333,1.9972222222222222
0.0,0.0,0.0,0.0,5.622916666666667,0.8943055555555556,1.6465972222222223,0.3165277777777778,66.36354166666666,53.75083333333333,0.5063888888888889,0.8419444444444445,131.58375,75.95986111111111,27.79347222222222,1.9170138888888888
0.0,0.0,0.0,0.0,5.472152777777778,0.8321527777777777,1.5355555555555556,0.3123611111111111,65.62611111111111,54.134930555555556,0.4781944444444444,0.7984722222222222,132.59930555555556,73.366875,28.523333333333333,1.9613888888888888
0.0,0.0,0.0,0.0,5.154652777777778,0.7694444444444445,1.42375,0.32611111111111113,64.65777777777778,54.308125,0.4525,0.8090972222222222,134.36756944444446,70.59402777777778,29.80263888888889,2.0405555555555557
0.0,0.0,0.0,0.0,4.859375,0.7072916666666667,1.5066666666666666,0.9506944444444444,63.542569444444446,55.11909722222222,0.4240277777777778,0.8366666666666667,135.99284722222222,67.86222222222223,30.200625,2.011111111111111
0.0,0.0,0.0,0.0,4.579166666666667,0.6470833333333333,1.399513888888889,0.9270833333333334,62.568333333333335,55.56381944444445,0.39652777777777776,0.7909027777777777,138.0470138888889,64.95611111111111,31.1325,1.9158333333333333
0.0,0.0,0.0,0.0,4.554791666666667,0.5913194444444444,1.8754861111111112,0.9927083333333333,63.23298611111111,56.11895833333333,0.690625,1.0565972222222222,140.380625,62.92930555555556,33.66104166666667,2.5613888888888887
0.0,0.0,0.0,0.0,4.869513888888889,0.5367361111111111,1.7966666666666666,0.9545138888888889,61.922222222222224,57.1925,0.7019444444444445,1.0070833333333333,143.2134027777778,60.35854166666667,33.750277777777775,2.4478472222222223
0.0,0.0,0.0,0.0,4.572638888888889,0.48305555555555557,1.7002083333333333,0.9129861111111112,60.650555555555556,57.61569444444444,0.6669444444444445,0.9565972222222222,146.62256944444445,57.89736111111111,33.752430555555556,2.330138888888889
0.0,0.0,0.0,0.0,4.286319444444445,0.43104166666666666,1.5952777777777778,0.8734722222222222,60.03263888888889,57.764583333333334,0.66875,0.9077777777777778,149.12506944444445,55.330625,33.616875,2.2183333333333333
0.0,0.0,0.0,0.0,4.104375,0.46597222222222223,2.073888888888889,0.8383333333333334,59.61138888888889,58.539097222222225,0.6363888888888889,0.9015972222222223,153.02375,53.775,34.168819444444445,2.104791666666667
0.0,0.0,0.0,0.0,3.832847222222222,0.4181944444444444,1.9685416666666666,0.7990277777777778,58.649375,58.639722222222225,0.6009027777777778,0.8521527777777778,157.56347222222223,51.35145833333333,33.741527777777776,1.9889583333333334
0.0,0.0,0.0,0.0,4.586180555555556,0.4060416666666667,1.872638888888889,0.8701388888888889,58.30034722222222,59.12694444444445,0.7473611111111111,1.0629861111111112,161.65798611111111,49.20201388888889,33.86222222222222,1.9106944444444445
0.0,0.0,0.0,0.0,4.293333333333333,0.42715277777777777,2.0897916666666667,0.8635416666666667,57.620625,59.19694444444445,0.7238194444444445,1.0053472222222222,165.77291666666667,46.71611111111111,33.418055555555554,1.7959722222222223
0.0,0.0,0.0,0.0,4.054166666666666,0.4984722222222222,2.2176388888888887,0.8386805555555555,57.64541666666667,59.71458333333333,0.6814583333333334,0.9709027777777778,168.23472222222222,45.293055555555554,32.30034722222222,1.6793055555555556
0.0,0.0,0.0,0.0,3.7776388888888888,0.45,2.104375,0.8023611111111111,57.66486111111111,59.702847222222225,0.6411805555555555,0.9147916666666667,172.0522222222222,43.723819444444445,31.649791666666665,1.568263888888889
0.0,0.0,0.0,0.0,3.4903472222222223,0.40652777777777777,1.9948611111111112,0.7604861111111111,57.541875,60.02708333333333,0.6174305555555556,0.8909027777777778,174.45583333333335,42.134930555555556,31.077569444444446,1.4503472222222222
0.0,0.0,0.0,0.0,3.21,0.37166666666666665,1.8891666666666667,0.716875,57.46513888888889,59.79375,0.5776388888888889,0.99125,177.34833333333333,40.778125,31.01736111111111,1.3383333333333334
0.0,0.0,0.0,0.0,2.9494444444444445,0.35965277777777777,1.7840972222222222,0.67625,57.10263888888889,59.92270833333333,0.5427777777777778,0.933125,180.83,39.983333333333334,30.43513888888889,1.2356944444444444
0.0,0.0,0.0,0.0,2.8115277777777776,0.33145833333333335,1.6953472222222221,0.6558333333333334,57.26013888888889,59.25625,0.5066666666666667,0.8915972222222223,183.37326388888889,40.05381944444444,30.03638888888889,1.1267361111111112
0.0,0.0,0.0,0.0,2.5672916666666667,0.30569444444444444,1.6402777777777777,0.6150694444444444,56.941875,59.59791666666667,0.4884722222222222,0.8506944444444444,186.7146527777778,39.40361111111111,29.477777777777778,1.0211805555555555
0.0,0.0,0.0,0.0,2.3452777777777776,0.2823611111111111,1.54,0.6043055555555555,56.906597222222224,59.12638888888889,0.4554166666666667,0.814375,190.74833333333333,39.49194444444444,28.72513888888889,0.949375
0.0,0.0,0.0,0.0,2.15625,0.2621527777777778,1.4426388888888888,0.5628472222222223,56.615138888888886,58.82604166666667,0.43972222222222224,0.7604166666666666,194.97270833333334,39.50611111111111,28.079305555555557,0.843125
0.0,0.0,0.0,0.0,1.9853472222222222,0.27847222222222223,1.462013888888889,0.5222916666666667,56.49666666666667,57.978611111111114,0.4065972222222222,0.7231944444444445,200.13784722222223,40.59166666666667,27.621041666666667,0.7427777777777778
0.0,0.0,0.0,0.0,1.8414583333333334,0.2607638888888889,1.3830555555555555,0.48347222222222225,56.314236111111114,57.386319444444446,0.39145833333333335,0.6932638888888889,207.01104166666667,40.70715277777778,26.992569444444445,0.65
0.0,0.0,0.0,0.0,2.0786805555555556,0.2898611111111111,1.3696527777777778,0.441875,57.152569444444445,57.153819444444444,0.3586111111111111,0.6357638888888889,212.73645833333333,41.72541666666667,26.194930555555555,0.560625
0.0,0.0,0.0,0.0,1.9690277777777778,0.275,1.2807638888888888,0.40166666666666667,58.78944444444444,56.33361111111111,0.3277777777777778,0.634375,217.15631944444445,41.6425,25.395555555555557,0.475625
0.0,0.0,0.0,0.0,1.8677777777777778,0.25993055555555555,1.1897916666666666,0.36354166666666665,60.17444444444445,55.84458333333333,0.2965277777777778,0.6045138888888889,220.14458333333334,44.01201388888889,24.709652777777777,0.39340277777777777
0.0,0.0,0.0,0.0,1.828125,0.24472222222222223,1.181875,0.3401388888888889,61.471180555555556,55.25347222222222,0.30083333333333334,0.7224305555555556,222.21013888888888,47.00138888888889,23.821875,0.3478472222222222
0.0,0.0,0.0,0.0,1.7758333333333334,0.23006944444444444,1.3505555555555555,0.30006944444444444,63.765277777777776,54.79666666666667,0.2909027777777778,0.7100694444444444,222.42923611111112,50.35486111111111,23.236875,0.4739583333333333
0.0,0.0,0.0,0.0,1.8175694444444443,0.23256944444444444,1.3120833333333333,0.2611805555555556,65.45930555555556,54.49930555555556,0.26361111111111113,0.6599305555555556,223.49722222222223,53.76479166666667,22.465902777777778,0.5103472222222222
0.0,0.0,0.0,0.0,1.7653472222222222,0.23541666666666666,1.2668055555555555,0.22034722222222222,66.84208333333333,53.87006944444445,0.2565277777777778,0.6651388888888888,225.15479166666665,56.770833333333336,21.655763888888888,0.45534722222222224
0.0,0.0,0.0,0.0,1.6640972222222221,0.21944444444444444,1.1764583333333334,0.18069444444444444,67.93645833333333,53.67069444444444,0.23131944444444444,0.6186805555555556,226.18180555555554,59.61736111111111,21.011388888888888,0.4073611111111111
0.0,0.0,0.0,0.0,1.6154166666666667,0.2036111111111111,1.138125,0.178125,69.40243055555555,52.793194444444445,0.205,0.6195138888888889,227.70756944444443,62.403333333333336,20.35826388888889,0.3605555555555556
0.0,0.0,0.0,0.0,1.4977083333333334,0.18847222222222224,1.0464583333333333,0.14840277777777777,70.16465277777777,52.940555555555555,0.17902777777777779,0.5902777777777778,229.15069444444444,64.78902777777778,19.741180555555555,0.31631944444444443
0.0,0.0,0.0,0.0,1.3852777777777778,0.1725,0.9561111111111111,0.12895833333333334,71.085625,52.588125,0.1726388888888889,0.5804166666666667,230.36111111111111,66.91722222222222,19.26486111111111,0.2768055555555556
0.0,0.0,0.0,0.0,1.2715277777777778,0.1567361111111111,1.224513888888889,0.11340277777777778,71.86020833333333,51.747638888888886,0.15180555555555555,0.5738888888888889,230.1603472222222,69.11569444444444,18.83798611111111,0.33916666666666667
0.0,0.0,0.0,0.0,1.1671527777777777,0.14152777777777778,1.1403472222222222,0.101875,73.32333333333334,51.25833333333333,0.13631944444444444,0.536875,229.9129861111111,71.12777777777778,18.595208333333332,0.3229861111111111
0.0,0.0,0.0,0.0,1.178263888888889,0.12555555555555556,1.0730555555555557,0.09131944444444444,74.53916666666667,51.02361111111111,0.17340277777777777,0.5382638888888889,230.30638888888888,73.6425,17.978958333333335,0.30777777777777776
0.0,0.0,0.0,0.0,1.1131944444444444,0.10979166666666666,1.0059027777777778,0.08034722222222222,75.73159722222222,50.798125,0.15819444444444444,0.49916666666666665,229.83805555555554,75.10354166666667,17.180555555555557,0.2922222222222222
0.0,0.0,0.0,0.0,1.0121527777777777,0.09604166666666666,0.9667361111111111,0.06972222222222223,76.75208333333333,50.123958333333334,0.16152777777777777,0.5174305555555555,229.0142361111111,76.8236111111111,16.63736111111111,0.2760416666666667
0.0,0.0,0.0,0.0,0.9143055555555556,0.0825,0.9611111111111111,0.05979166666666667,78.3725,49.968402777777776,0.14763888888888888,0.5134722222222222,227.7290972222222,78.54104166666667,16.190069444444443,0.2608333333333333
0.0,0.0,0.0,0.0,0.8810416666666666,0.07027777777777777,0.9747916666666666,0.051805555555555556,79.62680555555555,49.944583333333334,0.13631944444444444,0.4945833333333333,226.01784722222223,79.21493055555555,15.757916666666667,0.24597222222222223
0.0,0.0,0.0,0.0,0.8384027777777778,0.095,0.9630555555555556,0.04583333333333333,80.27055555555556,49.66243055555555,0.14597222222222223,0.47208333333333335,224.28201388888888,79.90125,15.365416666666667,0.23104166666666667
0.0,0.0,0.0,0.0,0.78,0.08597222222222223,0.9216666666666666,0.04083333333333333,81.00875,50.33326388888889,0.1376388888888889,0.4515972222222222,221.97375,80.33854166666667,14.956944444444444,0.21694444444444444
0.0,0.0,0.0,0.0,0.7261805555555556,0.08013888888888888,0.9073611111111111,0.037083333333333336,81.4804861111111,50.16909722222222,0.16451388888888888,0.4197222222222222,219.26305555555555,80.65493055555555,14.832847222222222,0.20270833333333332
0.0,0.0,0.0,0.0,0.686875,0.07416666666666667,0.8756944444444444,0.03333333333333333,82.06548611111111,50.40638888888889,0.15527777777777776,0.38895833333333335,216.2448611111111,80.73076388888889,14.058819444444444,0.18840277777777778
0.0,0.0,0.0,0.0,0.6833333333333333,0.19194444444444445,1.3950694444444445,0.029722222222222223,82.63173611111111,50.823055555555555,0.23479166666666668,0.37833333333333335,213.06368055555555,81.21152777777777,13.630625,0.19166666666666668
0.0,0.0,0.0,0.0,0.6263194444444444,0.1817361111111111,1.3242361111111112,0.02625,82.22708333333334,50.52965277777778,0.22270833333333334,0.35215277777777776,209.47020833333335,81.39159722222222,13.162152777777777,0.17645833333333333
0.0,0.0,0.0,0.0,0.569375,0.17166666666666666,1.2527777777777778,0.022847222222222224,82.35520833333334,51.36416666666667,0.21048611111111112,0.3436111111111111,205.5823611111111,81.25888888888889,12.59986111111111,0.16152777777777777
0.0,0.0,0.0,0.0,0.5770138888888889,0.1622222222222222,1.1834722222222223,0.02,82.48381944444445,51.29534722222222,0.23444444444444446,0.3705555555555556,201.94972222222222,80.68256944444444,12.255138888888888,0.1996527777777778
0.0,0.0,0.0,0.0,0.5585416666666667,0.15256944444444445,1.5247916666666668,0.05305555555555556,82.1595138888889,51.68069444444444,0.2748611111111111,0.4372916666666667,197.46930555555556,80.18597222222222,11.60361111111111,0.20131944444444444
0.0,0.0,0.0,0.0,0.5186111111111111,0.14277777777777778,1.455625,0.049930555555555554,82.40444444444445,51.76708333333333,0.2604861111111111,0.46041666666666664,192.16083333333333,79.47222222222223,10.923819444444444,0.1857638888888889
0.0,0.0,0.0,0.0,0.46576388888888887,0.15138888888888888,1.3759722222222222,0.04694444444444444,82.64291666666666,51.9925,0.26458333333333334,0.4471527777777778,186.56951388888888,78.43118055555556,10.272708333333334,0.17048611111111112
0.0,0.0,0.0,0.0,0.414375,0.14173611111111112,1.3173611111111112,0.04402777777777778,83.60958333333333,53.08208333333334,0.3036111111111111,0.5009722222222223,181.10368055555554,78.43965277777778,9.5425,0.154375
0.0,0.0,0.0,0.0,0.4373611111111111,0.13326388888888888,1.2378472222222223,0.04090277777777778,83.72833333333334,53.274652777777774,0.2878472222222222,0.4702777777777778,175.22743055555554,77.58840277777777,8.914513888888889,0.13881944444444444
0.0,0.0,0.0,0.0,0.48381944444444447,0.12638888888888888,1.1977083333333334,0.03791666666666667,83.47736111111111,53.43895833333333,0.2721527777777778,0.455625,169.0270138888889,76.28625,8.309930555555555,0.12354166666666666
0.0,0.0,0.0,0.0,0.441875,0.11895833333333333,1.1191666666666666,0.035,83.60111111111111,54.592847222222225,0.2567361111111111,0.42680555555555555,162.73236111111112,75.15229166666667,7.740625,0.10743055555555556
0.0,0.0,0.0,0.0,0.40319444444444447,0.11159722222222222,1.0405555555555555,0.03222222222222222,83.58194444444445,54.937916666666666,0.24125,0.4698611111111111,156.29777777777778,73.23666666666666,7.197708333333333,0.09222222222222222
