Jumlah Tepi Piksel
3814.0
1570.0
2004.0
2214.0
2512.0
3448.0
3429.0
2938.0
2984.0
3281.0
3222.0
3136.0
3352.0
3132.0
3618.0
3400.0
3157.0
3435.0
3047.0
3443.0
3633.0
3121.0
3249.0
3544.0
3908.0
3701.0
3968.0
3976.0
4844.0
5298.0
5020.0
4657.0
4779.0
5404.0
4791.0
4532.0
5090.0
4839.0
4535.0
4752.0
4723.0
0.0
5505.0
7509.0
0.0
4615.0
4706.0
4644.0
4503.0
4474.0
4482.0
4396.0
4419.0
4071.0
4229.0
3909.0
3753.0
3863.0
3761.0
3513.0
3386.0
3649.0
3784.0
2958.0
2794.0
3012.0
3156.0
3373.0
2958.0
3120.0
3158.0
3248.0
3125.0
3549.0
3252.0
3226.0
3310.0
3665.0
3546.0
4033.0
3800.0
3941.0
3876.0
3830.0
3954.0
3969.0
3774.0
3976.0
4168.0
4129.0
4318.0
4753.0
5058.0
4818.0
5170.0
5348.0
5261.0
5607.0
5940.0
5864.0
6075.0
6174.0
6257.0
5877.0
6026.0
6640.0
6195.0
6128.0
6238.0
5980.0
6041.0
6018.0
5601.0
5657.0
5537.0
5226.0
5214.0
5097.0
4972.0
4616.0
4503.0
4963.0
4345.0
4032.0
4132.0
3878.0
3915.0
3862.0
4041.0
3494.0
3729.0
3531.0
3628.0
3252.0
3619.0
3272.0
3327.0
3115.0
3401.0
2914.0
2795.0
2854.0
2856.0
2874.0
2697.0
2605.0
2605.0
2721.0
2449.0
2321.0
2406.0
2376.0
2168.0
2348.0
2317.0
2118.0
2306.0
2213.0
2207.0
2228.0
2293.0
2332.0
2076.0
2205.0
2224.0
2133.0
2006.0
2118.0
2061.0
2064.0
1757.0
1878.0
1736.0
1883.0
1701.0
1555.0
1598.0
1648.0
1519.0
1538.0
1518.0
1353.0
1406.0
1429.0
1220.0
1304.0
1308.0
1150.0
1183.0
1140.0
1371.0
1304.0
1302.0
1492.0
1405.0
1487.0
1538.0
1594.0
1465.0
1763.0
1596.0
1552.0
1554.0
1414.0
1502.0
1520.0
1421.0
1583.0
1248.0
1357.0
1300.0
1320.0
1178.0
1089.0
1026.0
1134.0
1254.0
1286.0
1291.0
1204.0
1200.0
1843.0
1891.0
2056.0
2516.0
2988.0
3127.0
3356.0
3196.0
2855.0
3083.0
3064.0
2776.0
2930.0
3274.0
3246.0
3425.0
3618.0
4146.0
4075.0
4553.0
4510.0
4336.0
4599.0
4609.0
4828.0
4761.0
4927.0
5045.0
4848.0
4795.0
4599.0
4833.0
4760.0
4658.0
4615.0
4552.0
4692.0
4491.0
4636.0
4111.0
4296.0
4092.0
3951.0
3851.0
3863.0
3948.0
3679.0
3755.0
3893.0
3412.0
3677.0
3714.0
3456.0
3361.0
3623.0
3413.0
3222.0
3371.0
3324.0
3108.0
3069.0
2941.0
2885.0
2813.0
2934.0
2609.0
2727.0
2688.0
2507.0
2505.0
2469.0
2489.0
2417.0
2367.0
2385.0
2489.0
2442.0
2553.0
2534.0
2621.0
2574.0
2624.0
2555.0
2582.0
2454.0
2706.0
2426.0
2421.0
2456.0
2360.0
2174.0
2268.0
2131.0
2009.0
1939.0
1952.0
1832.0
1865.0
1752.0
1879.0
1559.0
1678.0
1556.0
1556.0
1536.0
1454.0
1347.0
1369.0
1561.0
1543.0
1288.0
1466.0
1461.0
1654.0
1760.0
1796.0
1787.0
1817.0
1928.0
1956.0
1901.0
1873.0
2012.0
1750.0
1838.0
1832.0
1873.0
1857.0
1760.0
1560.0
1472.0
1476.0
1496.0
1534.0
1459.0
1554.0
1375.0
1553.0
1664.0
1692.0
2307.0
2767.0
2768.0
2940.0
3243.0
0.0
5963.0
3349.0
0.0
3626.0
3461.0
3386.0
3369.0
3270.0
3428.0
3956.0
4180.0
4244.0
4431.0
4549.0
4805.0
4603.0
4605.0
4606.0
4494.0
4788.0
4909.0
5062.0
5399.0
5288.0
5090.0
5150.0
5111.0
5197.0
5069.0
5046.0
4821.0
4804.0
4656.0
4696.0
4625.0
4569.0
4396.0
4357.0
4327.0
4178.0
4250.0
3961.0
4192.0
3910.0
3886.0
3720.0
3454.0
3414.0
3335.0
3101.0
3030.0
2998.0
2726.0
2793.0
2763.0
2670.0
